,job_title,job_link,company,location,date_posted
48,Permanent Full Time Care Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AIEEGifhux-dDiJzASgGD6UZuafd0lEfUU5a3uSQvlYlg9BLa6mTkKpRTV-cEtVzLAsrbBuG4tTntezNU_NhBvdVwo-HBrXPmRQferoq6Xz9YJmqWIEZU1g2kqaBswHO07a3ZlvJUnCl9LDpmmOzYIEuxRqHafRqEIFDi_x6Jj7e5nZ3fSlKHveJrIrsN2HJVsfJrDywPtP5QdDi0BOmvkxB8c_0n9dZhiToYsR7YEipyef4jWu2V15V28tBJOZmWW-OaWgnLSswHunyBGgBkJ2UNgXn1Dkotv0tkDGH-P-elTIvrhHxdSgJQrLEPbtMEgCZlQGI69BEjbQiBi_OKq-OvHY1qgrxHXBepNdmp1NIiER5_LKLIvKnMNF8Vj-f7T9KPqEn1EI2tp7Dm1J57P7kiMegfu2msnHWaPIxe6kttvSaON3SMA3Euv1NV9ciAQqwd4An0qLm1uBKmMxZ_EOyFv72_Y2GhFth5jTC0a-kfLlcr2HiNX01Bg2ZM0catvZ3H8BPnjnw==&xkcb=SoDp-_M3MPZzEqRr6J0IbzkdCdPP&p=3&fvj=1&vjs=3,Trust-Care,Balmedie,Hiring ongoing
49,Middleweight Creative – Art/design,https://uk.indeed.com/viewjob?jk=9fcc9d42c6a0052d&fccid=3e7467f52d768cb8&vjs=3,BrewDog,Ellon AB41,Today
50,HGV Recovery Driver,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0C2sw0cJiMtIibelIb9AlmcNrhYwgVLNCis1i3bsFj-mE6VjpWn5QqbY4-Egx-tRS11y1z4TJg2B7EHo4G8YWr6Cu1UPyjqTAGQGW5HKqcAzYwz3hvmw0CK7pfrvH0ZlJjGDwkDKlmR0GxaWgqsOXbMtXYsuHXtZskgCs-kSkmjkw0D_1Mdud42p6GHzgc1h5f9CQRaLWnQGSneZs0rctRfriTIkGiLsgfR_Aazca-0hoH2hjrzCy28Dzng1jZx7MfBhoTnO4iIWlPvdc1vulRxkcMZjvJz2BFqy25ISMVfjLPhbpcH8AxPNH9cX-mFiY4QWLcZqBE2h6tzRK-v70KhSbYjIBj6FsVx1Cx5aZCe_GCoswSA-p8XVDoTRkGTt3d6LiIRkNqSRd-ueXQSu3et5EnXp-Fzec1HWgVEV4P2r0DAEdxrGVz0GTYar31hTpO4BMPhuP1J3i43kvwfI2fi9_wkgSFCLIdMT-VlM4PyTV6Zs0hEDixYMTXCJX2HzpBTSDP5eSCmragfSlILlKaz&xkcb=SoDT-_M3MPZzEqRr6J0ObzkdCdPP&p=5&fvj=1&vjs=3,F1 Personnel Ltd,Westhill+1 location,Just posted
51,Fabricator/Welder,https://uk.indeed.com/viewjob?cmp=Fabweld-Services-Scotland-Ltd&ti=Fabricator%2Fwelder&jk=183ec49e1206a51d&fccid=021c331485ccb8d4&vjs=3,Fabweld Services Scotland Ltd,Banff AB45,Today
52,Part Time Cook,https://uk.indeed.com/company/Banchory-Golf-Club/jobs/Cook-d22084e8b3b58eaf?fccid=2605a0bb8a08dd75&vjs=3,Banchory Golf Club,Banchory, 1 day ago
53,Instore Crew,https://uk.indeed.com/viewjob?jk=a1f3eafe5c3c8c44&fccid=788a7fd79eec1d60&vjs=3,Domino's,Inverurie AB51,Just posted
54,Painter,https://uk.indeed.com/company/Now-Dutton/jobs/Painter-e124685f6fbcc590?fccid=b0b08830065cb459&vjs=3,Now Dutton,Huntly, 1 day ago
55,Cleaner,https://uk.indeed.com/viewjob?jk=afb6115a1b3be803&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Peterhead AB42,Today
56,Customer Team Member,https://uk.indeed.com/viewjob?jk=c33cec33eedcbbd8&fccid=8f3114306880a2ec&vjs=3,Coop,Stonehaven AB39,Today
57,General Labourer - hop up ticket,https://uk.indeed.com/company/Activus-Recruitment/jobs/Laborer-568cbdf674c0eb65?fccid=3a7f6244607bf7da&vjs=3,Activus Recruitment,Oldmeldrum,Today
58,KFC Team Member - Front of House,https://uk.indeed.com/viewjob?jk=b2db7a843e8bcf2b&fccid=f25e5beb5d00cf5a&vjs=3,KFC Peterhead - Invernette Roundabout,Peterhead AB42,Just posted
59,KFC Team Member - Full Time - Fully Flexible,https://uk.indeed.com/viewjob?jk=51d8189aa8d57ad3&fccid=f25e5beb5d00cf5a&vjs=3,KFC Peterhead - Invernette Roundabout,Peterhead AB42,Just posted
