,job_title,job_link,company,location,date_posted
10,Maths Tutor,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0APXi2tm-GPqHihsBo8bSxxe_T8O_QigO6TpnBGQ-TxB-wa39xQtrjfrP7D5ZWVwhKeE7MPl-rxEbEa7b19PkwlXd7OugiLwgdzFAmWz9qv1u-jpqoGuiLiRSYtAHPZrfX9pwLqAc4Lztx1WIDt3PwgluF-n5Vzs067kRZidPgQaKusKIAqT-mp3heOxVOxsB5tDxqSsvwnCn_PgrQRXLbx9S5l1ug4ftiSvpn6i0KYux78U7trn6saetO3hAN2JLKCA1c3N6ez8tMdWSLuJ_f2WGoW1uf-l7FTrw8DATBkHUyMNV-vkD4E6qfk8Ths0Oyx-mrX8bhOCM0qVnB4TSqEUClLAJdDARKJsfedv2JtN9hlJWsug8s5NYcJsRaJr9wmf1uncmM73l7L70iwNPlp4UebGecxC0rWhtWBHYGRWWB9YkCIAp1sFhsjiepbNBz5mAwfRdOhfnPzMkjsXMVB3BfOBCsEiWs50t1mbqXfL9-cv2ZXbN1ef2aFJPMRhq5LGw3l-G3piA==&xkcb=SoBo-_M3MPUM2YSnWZ0BbzkdCdPP&p=10&fvj=1&vjs=3,B2B Restart,Loughborough, 1 day ago
11,"Hospitality, Supermarket Assistant",https://uk.indeed.com/viewjob?jk=e6d0b98db7d18259&fccid=b9f5533d3154a44d&vjs=3,Waitrose,Lutterworth LE17,Today
12,"Specialist: Full-Time, Part-Time, and Part-Time Temporary",https://uk.indeed.com/viewjob?jk=2ebf6eb0c1075c6e&fccid=c1099851e9794854&vjs=3,Apple,Leicester, 1 day ago
13,Senior Operative,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AOhXA0IgqTX6aY8S4jc24s6Ad_5Smu8hT2iWTTg5VvxqzHMIrT7UOQ8sM6BdRUxkUc6QStPWBKlguJOP202o3fJEoMLwGyvpCXxTbluGmz0bMbOyJkPVh5BIbOOo22AO9Buga7PXJmLpovEYzkQbeZihxrevbNn03h7-xzChfnKiIhZSgYgHea20n1snpKA56x7SuRt1dmYVrjUWL7Zz3JDjD0HIqNnvjcBBpAc2e9zl7Lb0cbQQ4hwqphqMNotCxgEUGODOnAaWYeLwsAFNDEbeSH0sh72tlAmxdGD7vl9lc-HPXPAw13l6nbbXRMM3hWqiGDXVVzfoK0jyzzONoWsrh_rhU6btGTYeRMWRIlnMXyklObY7vzPXa_0ffafn06MxiFdGqIDoojQKFu21XkAS1jqblVi_NnZRJHYMXBlAY0UsgrtZ2hFvkQX3ShgQi72Jv3I2rrxwNQ-ymHksvQDpR5b5t3ANgY9I5c-QzDToJj1vhgoy-PUTExwqQ0340=&xkcb=SoDm-_M3MPUM2YSnWZ0GbzkdCdPP&p=13&fvj=1&vjs=3,SPS Doorguard Limited,Leicester,Today
14,Sales Assistant,https://uk.indeed.com/viewjob?jk=31c421e4d14faf3a&fccid=e6d10f9c77816214&vjs=3,WHSmith,Leicester LE1,Just posted
15,Clerk,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0CoZEDu__g6PeKtOQ1fst7I3_lnXqXEIEJKkr__C76ljWCtVAfXe9ejEFWpdD02ZFp_trfGf2tgw84afPcyL0C1xYbAHT0a5FvL40BeiDtiH7SSWzpIgtOpu5IcOYGMWb9mK_UAtS5CSwcBgUSH8G7fPGUzr1v0dbd5piRUCIqXRNgu6KXGTr2uaRPGjdbFJNzYz8kxLVT5wJmQX2wU49bgzpW9y3Cx8SS3JdbYy0RzG4xPh4jzOp4GqfBe2DMlbdw5oU4P8NSPDPoGC7VMF_QWH4v23Xmmuj9XyS1srwgKSe3skPu3CkdypqaG9PwUkjcQUMOYIKPJXLcUfH01k5Q44SWlOe3zHSWP1pcaVahJ0SmAc7xDIK3d659WUqxNCZrwkgg7miWKzfGqcyK65MVuOmSW9Svm6J2iC7VRNOm3eSoUPLfY_4CajObSOgepY-fDDv-hiEEUOKvRDFg6Gh3znhCRLuVFfR6wMUlvdLkK1OCVMZNA6B_b&xkcb=SoBi-_M3MPUMix2MF50KbzkdCdPP&p=0&fvj=1&vjs=3,Clerks Academy UK,United Kingdom,Hiring ongoing
16,Canine Carer,https://uk.indeed.com/viewjob?jk=810059700b576d06&fccid=1897af610f70af10&vjs=3,Dogs Trust,Loughborough, 1 day ago
17,Office Administrator,https://uk.indeed.com/company/Fireserv-UK/jobs/Office-Administrator-11706ec81a499f58?fccid=4bf1838009b3efcb&vjs=3,Fireserv UK,Leicester LE4,Today
18,Senior Operative,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AOhXA0IgqTX6aY8S4jc24s6Ad_5Smu8hT2iWTTg5VvxqzHMIrT7UOQ8sM6BdRUxkUc6QStPWBKlguJOP202o3fJEoMLwGyvpCXxTbluGmz0bMbOyJkPVh5BIbOOo22AO9Buga7PXJmLpovEYzkQbeZihxrevbNn03h7-xzChfnKiIhZSgYgHeaOixEklFW1M-3WyWnGsY-oL3OIrE6CPDB7cjvbqdAUP4Ft47eTuH6Vg4eI_i_v0c7x_OCcvzMdAHamSr1ooujRv02x8OsglMYNcTPYEPTrOVtpeKD_L8-i_Glg2A4ziTZr60e9ShzgbfPc3jbh7LgY85zUpYNXvfiax2MrBp9MLn8RBgXuKvqRJNFrItKfsknw4CHwuP8mKwPDe143SrkeoPFAsiroLb_rNvqHTOUofszKeBngio5dcrJ3atq0RpTDB9PZ7we5Vzwgjko0roxuk0sjn80zkEBIKR2uZp8c8iepqNJc4YEnMvK6ibClrpSWj99sBOH17g=&xkcb=SoDF-_M3MPUMix2MF50PbzkdCdPP&p=3&fvj=1&vjs=3,SPS Doorguard Limited,Leicester,Today
19,Bar Associate,https://uk.indeed.com/company/Rose-&-Crown-Thurnby/jobs/Bar-Associate-7047195191995d2a?fccid=5c6dae0949a6bddb&vjs=3,Rose & Crown Thurnby,Leicester, 1 day ago
20,Packers,https://uk.indeed.com/viewjob?jk=c558e72d6be34565&fccid=b4f7401cb79d9c09&vjs=3,First Call Contract Services Ltd,Leicestershire, 1 day ago
21,Parks and Open Spaces Operative,https://uk.indeed.com/viewjob?jk=ff70c889539cfe1d&fccid=98d6cbba055811ee&vjs=3,Blaby District Council,Whetstone LE8,Today
22,Office Assistant,https://uk.indeed.com/company/Green-Energy-Planet-Ltd./jobs/Office-Assistant-7bd9c03cc96e1777?fccid=fc9ab1b61463b3d9&vjs=3,Green Energy Planet Ltd.,Leicester, 1 day ago
23,Sample Coordinator,https://uk.indeed.com/viewjob?jk=df5bd77c1325d26e&fccid=981c8518cc9dbddd&vjs=3,Dunelm,Syston+1 location, 1 day ago
24,Sales Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0ADUqupLSi5UMdlKQtuHGUpLbsXwPon2xQPQrQekW0zHr_zT6ksruOCFkZMtiE8KVBRCC7AzZpJ0UdeuohEYI7omCES7iOyG0g32xfEugxUM7WCL7U-OuOej-xa9VvFp2eulMWrvf6cNsWehE47hIi81577pC_O0hxQcOpL6fi5Q4D500khgk1qVw5s-EXs-8BP2IY1WRRMOLqQFF-w3qL8G8TAnA8XG7U8vuAKS4tAaYue5EstsRUC7MrNy_gWGIuRiBS0bmk9xbpcC2eLZfGIMrZvHvchSSpA-Lw91pC5aDBL0GBsy3wEB-xqebQ5berR_V9OEv1eoE-YWU-_KlZVr0Y_7XQd5QNU3VP8o6B3nkv7DNCNssTzwrWXBC8-72mdkqqYMXpXg6BHFCNdvoa3rdoZCRAQheBvwOr9sIi64U2DZG9_rTU1r8Dumv23xjTD-tn-xjYInNnP7lH8fI7reMeUbkQT0cPOppFixjDnUAtoG0TEL4szmyTgKZXoxrmEUtS0Yr1q0r13KdwnStDvf_p0mUMRgoVYBcPRHn21BvrTG0IxqFc0JPFaN0xb2Yk=&xkcb=SoCY-_M3MPUMix2MF50BbzkdCdPP&p=9&fvj=0&vjs=3,Zachary Daniels Recruitment,Leicester, 1 day ago
