,job_title,job_link,company,location,date_posted
25,One to one Tutor: Maths,https://uk.indeed.com/viewjob?jk=5bd3bd8abaf59d5a&fccid=5f44ee500d25b091&vjs=3,The Blyth Academy,Northumberland, 1 day ago
26,Sales Advisor,https://uk.indeed.com/viewjob?jk=59e9d6fa5429db54&fccid=c6a39b666a120b41&vjs=3,Saltrock Blyth,Blyth NE24,Today
27,Support Assistant,https://uk.indeed.com/company/Level-Playing-Fields/jobs/Support-Associate-44b77035cc9085f7?fccid=7722cdf79428d74d&vjs=3,Level Playing Fields,Morpeth NE61,Today
28,Care Worker,https://uk.indeed.com/viewjob?jk=1074d2b9cf274f89&fccid=1295ddb948145c64&vjs=3,Northumberland County Council,Blyth NE24, 1 day ago
29,Fabric Controller,https://uk.indeed.com/company/George-Smith/jobs/Fabricator-33ff0f620d755b69?fccid=643d40bbd117b641&vjs=3,George Smith,Cramlington NE23, 1 day ago
30,Assistant IT Trainer,https://uk.indeed.com/viewjob?jk=9182cff5be638e48&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare NHS Foundation Trust,Seaton Delaval NE25, 1 day ago
31,Security Officer,https://uk.indeed.com/company/Sterling-Pharma-Solutions/jobs/Security-Officer-3095782f2f0561bb?fccid=9e25ad6ef18666c4&vjs=3,Sterling Pharma Solutions,Northumberland, 1 day ago
32,HR Advisor,https://uk.indeed.com/viewjob?jk=19739883a20370ac&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare - NHCT Northumbria...,Hybrid remote in Ashington NE63,Today
33,Trainee Teaching Assistant,https://uk.indeed.com/viewjob?jk=8b3d77a78a3c7116&fccid=d08549dd9ca5f407&vjs=3,Vision for Education,Northumberland,Today
34,Mechanical Supervisor,https://uk.indeed.com/company/CDM-Recruitment/jobs/Mechanical-Supervisor-28f6756529dad9b6?fccid=f3faceaa8d29b8d8&vjs=3,CDM Recruitment,Ashington,Today
35,Fabric Controller,https://uk.indeed.com/company/George-Smith/jobs/Fabricator-33ff0f620d755b69?fccid=643d40bbd117b641&vjs=3,George Smith,Cramlington NE23, 1 day ago
36,Administrative Assistant,https://uk.indeed.com/company/Connectment-Ltd/jobs/Administrative-Assistant-12609d07dbdbc250?fccid=02cb1fb68cda6a3e&vjs=3,Connectment,Alnwick, 1 day ago
37,Security Officer,https://uk.indeed.com/viewjob?jk=df7845710e109569&fccid=c55f4ad42cee2cd3&vjs=3,Compass Group,Cramlington NE23,Today
38,Support Worker - Training Provided (Mental Health),https://uk.indeed.com/company/Lifeways-Group/jobs/Support-Worker-76d685de48a90f85?fccid=ba8f86dace904cf5&vjs=3,Lifeways,Cramlington,Today
39,HR Advisor,https://uk.indeed.com/viewjob?jk=44fed4eeaa95a9de&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare NHS Foundation Trust,Ashington NE63,Today
40,Teaching Assistant,https://uk.indeed.com/viewjob?jk=8b14ce765ab549b0&fccid=798a40ae77f6cafe&vjs=3,Azure Charitable Enterprises,Cramlington, 1 day ago
41,Voluntary Peer Support Facilitator (Suicide Bereavement),https://uk.indeed.com/company/Survivors-of-Bereavement-by-Suicide/jobs/Facilitator-1d66ab403576e729?fccid=ed42df8e050f7a37&vjs=3,Survivors of Bereavement by Suicide,Berwick-Upon-Tweed,Today
42,Part-time Home Care Worker (Enabling Calls),https://uk.indeed.com/company/Complete-Community-Home-Care/jobs/Home-Care-Worker-3f9c1d8147efe557?fccid=00de4c71af023ade&vjs=3,Complete Community Home Care Ltd,Lesbury, 1 day ago
43,Assistant IT Trainer,https://uk.indeed.com/viewjob?jk=95b04e882e49433c&fccid=7691ebb71b24124c&vjs=3,Northumbria Healthcare - NHCT Northumbria...,Seaton Delaval NE25, 1 day ago
44,Sales Assistant,https://uk.indeed.com/viewjob?jk=4620f60745cb19d3&fccid=e6d10f9c77816214&vjs=3,WHSmith,Alnwick NE66, 1 day ago
