,job_title,job_link,company,location,date_posted
164,PLM Specialist,https://uk.indeed.com/company/Lloyd-Group/jobs/Plm-Specialist-43e9114da80fcb5c?fccid=aed5d8b9ae2f3c87&vjs=3,Lloyd Ltd,Carlisle CA3,Today
165,Waiter/ess,https://uk.indeed.com/company/Fig-Tree(Barrow)Ltd/jobs/Server-18006b678ce4dbcd?fccid=0cbadf85e1056e45&vjs=3,Fig Tree(Barrow)Ltd,Barrow-In-Furness LA14, 1 day ago
166,Cleaning Operative,https://uk.indeed.com/company/Assured-Cleaning-Services/jobs/Cleaner-46bcf0526cacf122?fccid=29fe64c8930950b4&vjs=3,Assured Cleaning Services,Kendal, 1 day ago
167,Van delivery driver - owner drivers wanted,https://uk.indeed.com/viewjob?jk=bc9ad2ebe0acc27e&fccid=56556bebac48f0e2&vjs=3,Avail,Carlisle,Just posted
168,"Environmental, Sustainability and Governance Officer",https://uk.indeed.com/company/Viberoptix/jobs/Environmental-Manager-59629d4437cef41d?fccid=c6dc00562a25eab4&vjs=3,Viberoptix,Penrith, 1 day ago
169,"Cleaner - Carlisle, Cumbria",https://uk.indeed.com/company/More-Time-UK-Ltd/jobs/Cleaner-e0757e38c4fb2f19?fccid=0c2d0291639dd256&vjs=3,More Time Uk Ltd,Carlisle CA3, 1 day ago
170,Part time domestic cleaners sought in Penrith,https://uk.indeed.com/viewjob?jk=b9b3f4c456e45c05&fccid=a584ded04c64bb01&vjs=3,Maid2clean,Penrith,Just posted
171,Cleaner/Housekeeper,https://uk.indeed.com/company/JJ-Pubs-(Bouth)-LTD/jobs/Cleaner-596bd52c95701d53?fccid=8320dc4b7e5be462&vjs=3,JJ Pubs (Bouth) LTD,Ulverston LA12,Just posted
172,Approved Mental Health Professional,https://uk.indeed.com/viewjob?jk=54ec1ac92685419b&fccid=1976b8742794eede&vjs=3,Pertemps Network Group,Cumbria, 1 day ago
173,Morning Cleaner,https://uk.indeed.com/company/ISS-Facility-Services/jobs/Cleaner-d4b6887de0f41d0c?fccid=a7023b829f6d269e&vjs=3,ISS Facility Services,Barrow-In-Furness,Today
174,Carer / Support Worker,https://uk.indeed.com/company/Calvert-Reconnections/jobs/Support-Worker-b1b2694a4c6a6c5c?fccid=fdd830deffc14c45&vjs=3,Calvert Reconnections,Keswick, 1 day ago
175,Machine Setter/Operator,https://uk.indeed.com/company/2-Sisters-Food-Group/jobs/Machine-Operator-739341fd084becef?fccid=55f5eb0d4118a95e&vjs=3,2 Sisters Food Group,Carlisle CA1,Today
176,Independent Living Housekeeping & Compliance Assistant,https://uk.indeed.com/company/Castles-and-Coasts-Housing-Association/jobs/Compliance-Assistant-f11e5a205678c126?fccid=1ba7f90d653b51cc&vjs=3,Castles and Coasts Housing Association Limited,Keswick, 1 day ago
177,Warehouse Operative- Nights - Part Time,https://uk.indeed.com/viewjob?jk=ac0491bafb043d8c&fccid=b57995bb15e298ed&vjs=3,Evri,Carlisle CA6, 1 day ago
178,Front of House Staff,https://uk.indeed.com/company/The-Cavendish-Arms/jobs/Front-End-Associate-c7b12e3b50751e4a?fccid=91a9d2ea75d23ace&vjs=3,The Cavendish Arms,Cartmel,Today
179,Café Supervisor,https://uk.indeed.com/company/John-Watt-and-Son/jobs/Caf%C3%A9-Manager-4e699ff361780057?fccid=436f4455340711c3&vjs=3,John Watt and Son,Carlisle, 1 day ago
180,Cleaner,https://uk.indeed.com/viewjob?jk=cc57f8102ea39c48&fccid=c3ce5ffdf81876b2&vjs=3,Atalian Servest,Workington CA14+2 locations,Today
181,Fire Safety Advisor,https://uk.indeed.com/viewjob?jk=a36f19f090347b6b&fccid=f779ef5240d75cce&vjs=3,Morgan Sindall Plc,Cumbria,Just posted
182,"Cleaner - Carlisle, Cumbria",https://uk.indeed.com/company/More-Time-UK-Ltd/jobs/Cleaner-e0757e38c4fb2f19?fccid=0c2d0291639dd256&vjs=3,More Time Uk Ltd,Carlisle CA3, 1 day ago
183,Dog Groomer or Trainee,https://uk.indeed.com/viewjob?jk=af32a016de3cd6e9&fccid=346bdfb4b12fef18&vjs=3,Groom Room,Barrow-In-Furness LA14, 1 day ago
184,Commercial Insurance Account Executive,https://uk.indeed.com/viewjob?jk=d6481e29960f127b&fccid=9ea5e8a61a41712d&vjs=3,PIB Insurance Brokers,Carlisle,Just posted
185,"Bakery Assistant, Houghton Hall Garden Centre",https://uk.indeed.com/viewjob?jk=e90d50fd2046f883&fccid=7c0cac602b039170&vjs=3,The Klondyke Group,Carlisle CA6,Just posted
186,HGV Driver (minimum C licence),https://uk.indeed.com/company/A.W.Blake-Ltd/jobs/Truck-Driver-b92dfb98ab9f902c?fccid=17a65f43ff533254&vjs=3,A.W.Blake Ltd,Carlisle,Today
187,Carer / Support Worker,https://uk.indeed.com/company/Calvert-Reconnections/jobs/Support-Worker-b1b2694a4c6a6c5c?fccid=fdd830deffc14c45&vjs=3,Calvert Reconnections,Keswick, 1 day ago
188,Kettle Operative,https://uk.indeed.com/company/2-Sisters-Food-Group/jobs/Kettle-Operative-39fb20ef40e97a87?fccid=55f5eb0d4118a95e&vjs=3,2 Sisters Food Group,Carlisle,Today
189,Corporate Tax Director/ Partner,https://uk.indeed.com/company/Crowe-Watson-Recruitment/jobs/Tax-Partner-0b8b75ed8577c2dd?fccid=c2f61bd1f5bb29f4&vjs=3,Crowe Watson Recruitment,Hybrid remote in Kendal,Today
